"Description","Latitude","Longitude","Title","Group","TabTitle","Location","Icon","Shadow","DateOpened","TimeOpened","DateClosed","TimeClosed","Status","Crime","CaseNumber","CrimeClassification","IncidentNumber"
"<hr><b><big>Rape By Force/Fear/Etc</big></b><hr><b>Crime:</b> 261(A)(2) PC<br><b>Crime Type:</b> Sexual Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1400 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 1/1/2017 at 0000<br><b>Case #:</b> 17-3438<br><b>Incident #:</b> 1709060117<br><br>","38.54414","-121.73244","Rape By Force/Fear/Etc","RAPE","Sexual Assault","1400 Block of OLIVE DR","https://dpd.crimegraphics.com/2013//icons/icon6.png","shadow.png","9/6/2017 12:00:00 AM","","","","","261(A)(2) PC","17-3438","Felony","1709060117"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1700 Block of RESEARCH PARK DR<br><b>City:</b> Davis<br><b>Occurred:</b> 1/4/2017 at 1800<br><b>Case #:</b> 18-57<br><b>Incident #:</b> 1801050036<br><br>","38.54165","-121.73187","Burglary (Vehicle)","LARCENY","Theft","1700 Block of RESEARCH PARK DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","1/5/2018 12:00:00 AM","","","","","459 PC","18-57","Felony","1801050036"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 300 Block of RUSSELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 1/11/2017 at 0100<br><b>Case #:</b> 17-659<br><b>Incident #:</b> 1702130084<br><br>","38.54645","-121.75172","Petty Theft $950-  Misd","LARCENY","Theft","300 Block of RUSSELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/13/2017 12:00:00 AM","","","","","488 PC","17-659","Misdemeanor","1702130084"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b>  Block of SCRIPPS DR/OAK AV<br><b>City:</b> Davis<br><b>Occurred:</b> 1/18/2017 at 1440<br><b>Case #:</b> 17-256<br><b>Incident #:</b> 1701180101<br><br>","38.55817","-121.75226","Battery On Person","ASSAULT","Assault"," Block of SCRIPPS DR/OAK AV","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","1/18/2017 12:00:00 AM","","","","","242 PC","17-256","Misdemeanor","1701180101"
"<hr><b><big>Attempted Murder</big></b><hr><b>Crime:</b> 664/187(A) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2000 Block of SUTTER PL<br><b>City:</b> Davis<br><b>Occurred:</b> 1/15/2017 at 2130<br><b>Case #:</b> 17-209<br><b>Incident #:</b> 1701150098<br><br>","38.56285","-121.7713","Attempted Murder","ASSAULT","Assault","2000 Block of SUTTER PL","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","1/15/2017 12:00:00 AM","","","","","664/187(A) PC","17-209","Felony","1701150098"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 300 Block of W 14TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 1/24/2017 at 1200<br><b>Case #:</b> 17-568<br><b>Incident #:</b> 1702080056<br><br>","38.55556","-121.7515","Burglary (Vehicle)","LARCENY","Theft","300 Block of W 14TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/8/2017 12:00:00 AM","","","","","459 PC","17-568","Felony","1702080056"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 300 Block of W 14TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 12/28/2016 at 2000<br><b>Case #:</b> 17-1874<br><b>Incident #:</b> 1705080044<br><br>","38.5575","-121.75098","Petty Theft $950-  Misd","LARCENY","Theft","300 Block of W 14TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","5/8/2017 12:00:00 AM","","","","","488 PC","17-1874","Misdemeanor","1705080044"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of 1ST ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/2/2017 at 1945<br><b>Case #:</b> 17-482<br><b>Incident #:</b> 1702020160<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of 1ST ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/9/2017 at 1825<br><b>Case #:</b> 17-611<br><b>Incident #:</b> 1702090198<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of 1ST ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/20/2017 at 1656<br><b>Case #:</b> 18-744<br><b>Incident #:</b> 1802200145<br><br>","38.54198","-121.74049","Burglary (Vehicle)","LARCENY","Theft","600 Block of 1ST ST","/images/icons/red/blank.png","shadow.png","2/20/2018 12:00:00 AM","","","","","459 PC","17-482","Felony","1702020160"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 700 Block of 2ND ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/17/2017 at 2100<br><b>Case #:</b> 17-761<br><b>Incident #:</b> 1702220040<br><br>","38.54358","-121.73922","Petty Theft $950-  Misd","LARCENY","Theft","700 Block of 2ND ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/22/2017 12:00:00 AM","","","","","488 PC","17-761","Misdemeanor","1702220040"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2100 Block of 2ND ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/6/2017 at 1245<br><b>Case #:</b> 17-533<br><b>Incident #:</b> 1702060110<br><br>","38.5474","-121.72407","Burglary (Commercial) ","BURGLARY","Burglary","2100 Block of 2ND ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/6/2017 12:00:00 AM","","","","","459 PC","17-533","Felony","1702060110"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Shoplifting $950 - misdemeanor</big></b><hr><b>Crime:</b> 459.5 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 4600 Block of 2ND ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/20/2017 at 1450<br><b>Case #:</b> 17-747<br><b>Incident #:</b> 1702200095<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4600 Block of 2ND ST<br><b>City:</b> Davis<br><b>Occurred:</b> 1/30/2017 at 1007<br><b>Case #:</b> 17-766<br><b>Incident #:</b> 1702220092<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4600 Block of 2ND ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/13/2017 at 2006<br><b>Case #:</b> 17-767<br><b>Incident #:</b> 1702220093<br><br>","38.55397","-121.69988","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","4600 Block of 2ND ST","/images/icons/red/blank.png","shadow.png","2/22/2017 12:00:00 AM","","","","","459.5 PC","17-747","Misdemeanor","1702200095"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of 4TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/12/2017 at 1210<br><b>Case #:</b> 17-658<br><b>Incident #:</b> 1702130079<br><br>","38.54571","-121.74158","Petty Theft $950-  Misd","LARCENY","Theft","600 Block of 4TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/13/2017 12:00:00 AM","","","","","488 PC","17-658","Misdemeanor","1702130079"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b>  Block of 4TH ST/K ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/2/2017 at 2230<br><b>Case #:</b> 17-505<br><b>Incident #:</b> 1702040125<br><br>","38.54697","-121.73518","Vehicle Theft","STOLVEH","Stolen Vehicle"," Block of 4TH ST/K ST","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","2/4/2017 12:00:00 AM","","","","","10851(A) VC","17-505","Felony","1702040125"
"<hr><b><big>Petty Theft Retail/Etc</big></b><hr><b>Crime:</b> 490.5(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 700 Block of 5TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 1/29/2017 at 1613<br><b>Case #:</b> 17-655<br><b>Incident #:</b> 1702130034<br><br>","38.54724","-121.74023","Petty Theft Retail/Etc","LARCENY","Theft","700 Block of 5TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/13/2017 12:00:00 AM","","","","","490.5(A) PC","17-655","Misdemeanor","1702130034"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2000 Block of 5TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/3/2017 at 0000<br><b>Case #:</b> 17-593<br><b>Incident #:</b> 1702090104<br><br>","38.54831","-121.72583","Petty Theft $950-  Misd","LARCENY","Theft","2000 Block of 5TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/9/2017 12:00:00 AM","","","","","488 PC","17-593","Misdemeanor","1702090104"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of 9TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/14/2017 at 0000<br><b>Case #:</b> 17-704<br><b>Incident #:</b> 1702160086<br><br>","38.55241","-121.74355","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of 9TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/16/2017 12:00:00 AM","","","","","488 PC","17-704","Misdemeanor","1702160086"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3100 Block of ALBANY CI<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2017 at 2000<br><b>Case #:</b> 17-740<br><b>Incident #:</b> 1702200054<br><br>","38.54602","-121.71247","Petty Theft $950-  Misd","LARCENY","Theft","3100 Block of ALBANY CI","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/20/2017 12:00:00 AM","","","","","488 PC","17-740","Misdemeanor","1702200054"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3100 Block of ALBANY CI<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2017 at 2200<br><b>Case #:</b> 17-829<br><b>Incident #:</b> 1702270044<br><br>","38.54602","-121.71275","Burglary (Vehicle)","LARCENY","Theft","3100 Block of ALBANY CI","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/27/2017 12:00:00 AM","","","","","459 PC","17-829","Felony","1702270044"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 500 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 2/1/2017 at 0100<br><b>Case #:</b> 17-455<br><b>Incident #:</b> 1702010032<br><br>","38.56155","-121.75067","Vehicle Theft","STOLVEH","Stolen Vehicle","500 Block of ALVARADO AV","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","2/1/2017 12:00:00 AM","","","","","10851(A) VC","17-455","Felony","1702010032"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 500 Block of ALVARADO AV<br><b>City:</b> Davis<br><b>Occurred:</b> 2/4/2017 at 1500<br><b>Case #:</b> 17-656<br><b>Incident #:</b> 1702130051<br><br>","38.56205","-121.75066","Burglary (Residential)","BURGLARY","Burglary","500 Block of ALVARADO AV","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/13/2017 12:00:00 AM","","","","","459 PC","17-656","Felony","1702130051"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2200 Block of AMADOR AV<br><b>City:</b> Davis<br><b>Occurred:</b> 2/23/2017 at 2200<br><b>Case #:</b> 17-793<br><b>Incident #:</b> 1702240037<br><br>","38.55001","-121.77773","Petty Theft $950-  Misd","LARCENY","Theft","2200 Block of AMADOR AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/24/2017 12:00:00 AM","","","","","488 PC","17-793","Misdemeanor","1702240037"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1900 Block of ANDERSON RD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/16/2017 at 1830<br><b>Case #:</b> 17-710<br><b>Incident #:</b> 1702160160<br><br>","38.55963","-121.75777","Battery On Person","ASSAULT","Assault","1900 Block of ANDERSON RD","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/16/2017 12:00:00 AM","","","","","242 PC","17-710","Misdemeanor","1702160160"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1900 Block of ARENA DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/20/2017 at 2300<br><b>Case #:</b> 17-782<br><b>Incident #:</b> 1702230093<br><br>","38.56374","-121.70499","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","1900 Block of ARENA DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/23/2017 12:00:00 AM","","","","","487(A) PC","17-782","Felony","1702230093"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3000 Block of AUDUBON CI<br><b>City:</b> Davis<br><b>Occurred:</b> 2/19/2017 at 1600<br><b>Case #:</b> 17-737<br><b>Incident #:</b> 1702200039<br><br>","38.5692","-121.72444","Burglary (Residential)","BURGLARY","Burglary","3000 Block of AUDUBON CI","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/20/2017 12:00:00 AM","","","","","459 PC","17-737","Felony","1702200039"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of BARCELONA AV<br><b>City:</b> Davis<br><b>Occurred:</b> 2/4/2017 at 2200<br><b>Case #:</b> 17-546<br><b>Incident #:</b> 1702070056<br><br>","38.56476","-121.75873","Burglary (Vehicle)","LARCENY","Theft","700 Block of BARCELONA AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/7/2017 12:00:00 AM","","","","","459 PC","17-546","Felony","1702070056"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2600 Block of BELLOWS ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2017 at 2230<br><b>Case #:</b> 17-745<br><b>Incident #:</b> 1702200080<br><br>","38.56904","-121.71614","Burglary (Vehicle)","LARCENY","Theft","2600 Block of BELLOWS ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/20/2017 12:00:00 AM","","","","","459 PC","17-745","Felony","1702200080"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of BIENVILLE ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/19/2017 at 1800<br><b>Case #:</b> 17-746<br><b>Incident #:</b> 1702200083<br><br>","38.55087","-121.78641","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of BIENVILLE ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/20/2017 12:00:00 AM","","","","","488 PC","17-746","Misdemeanor","1702200083"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of BIRCH LN<br><b>City:</b> Davis<br><b>Occurred:</b> 1/31/2017 at 2200<br><b>Case #:</b> 17-474<br><b>Incident #:</b> 1702020081<br><br>","38.55893","-121.72834","Petty Theft $950-  Misd","LARCENY","Theft","1400 Block of BIRCH LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/2/2017 12:00:00 AM","","","","","488 PC","17-474","Misdemeanor","1702020081"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 4500 Block of BLUE OAK PL<br><b>City:</b> Davis<br><b>Occurred:</b> 2/18/2017 at 1800<br><b>Case #:</b> 17-741<br><b>Incident #:</b> 1702200064<br><br>","38.54263","-121.69525","Petty Theft $950-  Misd","LARCENY","Theft","4500 Block of BLUE OAK PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/20/2017 12:00:00 AM","","","","","488 PC","17-741","Misdemeanor","1702200064"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1300 Block of BROWN DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/9/2017 at 1505<br><b>Case #:</b> 17-609<br><b>Incident #:</b> 1702090166<br><br>","38.55671","-121.76515","Burglary (Residential)","BURGLARY","Burglary","1300 Block of BROWN DR","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/9/2017 12:00:00 AM","","","","","459 PC","17-609","Felony","1702090166"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 400 Block of C ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/23/2017 at 1229<br><b>Case #:</b> 17-780<br><b>Incident #:</b> 1702230081<br><br>","38.546","-121.74346","Petty Theft $950-  Misd","LARCENY","Theft","400 Block of C ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/23/2017 12:00:00 AM","","","","","488 PC","17-780","Misdemeanor","1702230081"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1900 Block of CANNERY LOOP<br><b>City:</b> Davis<br><b>Occurred:</b> 2/18/2017 at 2300<br><b>Case #:</b> 17-732<br><b>Incident #:</b> 1702190050<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1900 Block of CANNERY LOOP<br><b>City:</b> Davis<br><b>Occurred:</b> 2/10/2017 at 0000<br><b>Case #:</b> 17-865<br><b>Incident #:</b> 1702280125<br><br>","38.5645113","-121.7393829","Petty Theft $950-  Misd","LARCENY","Theft","1900 Block of CANNERY LOOP","/images/icons/red/blank.png","shadow.png","2/28/2017 12:00:00 AM","","","","","459 PC","17-732","Felony","1702190050"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of CANTRILL DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/2/2017 at 1311<br><b>Case #:</b> 17-532<br><b>Incident #:</b> 1702060120<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 600 Block of CANTRILL DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/5/2017 at 1600<br><b>Case #:</b> 17-743<br><b>Incident #:</b> 1702200073<br><br>","38.5492","-121.72118","Petty Theft $950-  Misd","LARCENY","Theft","600 Block of CANTRILL DR","/images/icons/red/blank.png","shadow.png","2/20/2017 12:00:00 AM","","","","","488 PC","17-532","Misdemeanor","1702060120"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1500 Block of CAPE COD ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/9/2017 at 1500<br><b>Case #:</b> 17-618<br><b>Incident #:</b> 1702100053<br><br>","38.55552","-121.76906","Burglary (Vehicle)","LARCENY","Theft","1500 Block of CAPE COD ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/10/2017 12:00:00 AM","","","","","459 PC","17-618","Felony","1702100053"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2600 Block of CHATEAU LN<br><b>City:</b> Davis<br><b>Occurred:</b> 2/19/2017 at 0211<br><b>Case #:</b> 17-783<br><b>Incident #:</b> 1702230096<br><br>","38.53977","-121.7188","Petty Theft $950-  Misd","LARCENY","Theft","2600 Block of CHATEAU LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/23/2017 12:00:00 AM","","","","","488 PC","17-783","Misdemeanor","1702230096"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 4300 Block of CHILES RD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/8/2017 at 0700<br><b>Case #:</b> 17-564<br><b>Incident #:</b> 1702080030<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4300 Block of CHILES RD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/19/2017 at 2130<br><b>Case #:</b> 17-736<br><b>Incident #:</b> 1702200029<br><br>","38.55064","-121.69827","Burglary (Vehicle)","LARCENY","Theft","4300 Block of CHILES RD","/images/icons/red/blank.png","shadow.png","2/20/2017 12:00:00 AM","","","","","488 PC","17-564","Misdemeanor","1702080030"
